Unnamed: 0,sysEname,time,triggername,is_root
216,SYS_5,2019-06-10 18:06:37,主机node_65 端口80通信异常,0
217,SYS_3,2019-06-10 18:06:38,主机node_20 日志产生ERROR信息,0
218,SYS_4,2019-06-10 18:06:40,主机node_34 **** 请求延时大于5分钟,0
219,SYS_6,2019-06-10 18:06:41,主机node_1 分区剩余空间小于阀值10%,0
220,SYS_2,2019-06-10 18:06:42,主机node_18 端口80通信异常,0
221,SYS_6,2019-06-10 18:06:42,主机node_98 FullGC次数：23次（大于阈值：10次）,0
222,SYS_8,2019-06-10 18:06:43,主机node_43 网卡eth0 发送流量持续30分钟平均值大于700M,0
223,SYS_2,2019-06-10 18:06:43,主机node_45 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
224,SYS_9,2019-06-10 18:06:44,主机node_12 sdd IO使用率持续30分钟大于90%,0
225,SYS_2,2019-06-10 18:06:45,主机node_7 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
226,SYS_5,2019-06-10 18:06:47,主机node_65 端口80通信异常,0
227,SYS_9,2019-06-10 18:06:48,主机node_68 上I/O等待负载持续15分钟超过10%,0
228,SYS_7,2019-06-10 18:06:49,主机node_53 ping延迟时间持续3分钟大于100ms,0
229,SYS_6,2019-06-10 18:06:51,主机node_1 分区剩余空间小于阀值10%,0
230,SYS_3,2019-06-10 18:06:54,主机node_86 端口80通信异常,0
231,SYS_4,2019-06-10 18:06:58,主机node_81 日志产生ERROR信息,0
232,SYS_9,2019-06-10 18:06:58,主机node_68 上I/O等待负载持续15分钟超过10%,0
233,SYS_5,2019-06-10 18:06:58,主机node_60 网卡eth0 接收流量持续10分钟平均值大于180M,0
234,SYS_5,2019-06-10 18:06:59,主机node_74 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
235,SYS_6,2019-06-10 18:07:01,主机node_1 分区剩余空间小于阀值10%,0
236,SYS_6,2019-06-10 18:07:02,主机node_98 FullGC次数：23次（大于阈值：10次）,0
237,SYS_8,2019-06-10 18:07:02,主机node_79 网卡eth0 发送流量持续30分钟平均值大于700M,0
238,SYS_3,2019-06-10 18:07:04,主机node_97 网卡eth0 发送流量持续10分钟平均值大于800M,0
239,SYS_1,2019-06-10 18:07:05,主机node_73 ping延迟时间持续3分钟大于100ms,0
240,SYS_2,2019-06-10 18:07:05,主机node_7 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
241,SYS_10,2019-06-10 18:07:06,"主机node_64 空闲CPU为1.52%,持续15分钟小于10%",0
242,SYS_4,2019-06-10 18:07:08,主机node_81 日志产生ERROR信息,0
243,SYS_4,2019-06-10 18:07:10,主机node_34 **** 请求延时大于5分钟,0
244,SYS_6,2019-06-10 18:07:11,主机node_1 分区剩余空间小于阀值10%,0
245,SYS_2,2019-06-10 18:07:12,主机node_18 端口80通信异常,0
246,SYS_6,2019-06-10 18:07:12,主机node_98 FullGC次数：23次（大于阈值：10次）,0
247,SYS_7,2019-06-10 18:07:14,主机node_54 url:http://node_54:8080访问失败,0
248,SYS_8,2019-06-10 18:07:16,主机node_87 网卡eth0 接收流量持续10分钟平均值大于300M,0
249,SYS_4,2019-06-10 18:07:16,主机node_5 端口80通信异常,0
250,SYS_9,2019-06-10 18:07:18,主机node_68 上I/O等待负载持续15分钟超过10%,0
251,SYS_4,2019-06-10 18:07:20,主机node_34 **** 请求延时大于5分钟,0
252,SYS_1,2019-06-10 18:07:25,主机node_73 ping延迟时间持续3分钟大于100ms,0
253,SYS_9,2019-06-10 18:07:28,主机node_68 上I/O等待负载持续15分钟超过10%,0
254,SYS_6,2019-06-10 18:07:29,主机node_56 分区剩余空间小于阀值10%,0
255,SYS_7,2019-06-10 18:07:29,主机node_53 ping延迟时间持续3分钟大于100ms,0
256,SYS_1,2019-06-10 18:07:31,主机node_50 ping丢包率当前值为25%，持续2分钟平均大于20%,0
257,SYS_2,2019-06-10 18:07:32,主机node_18 端口80通信异常,0
258,SYS_6,2019-06-10 18:07:32,主机node_98 FullGC次数：23次（大于阈值：10次）,0
259,SYS_1,2019-06-10 18:07:33,主机node_15 网卡eth0 接收流量持续10分钟平均值大于180M,0
260,SYS_9,2019-06-10 18:07:38,主机node_68 上I/O等待负载持续15分钟超过10%,0
261,SYS_5,2019-06-10 18:07:38,主机node_60 网卡eth0 接收流量持续10分钟平均值大于180M,0
262,SYS_7,2019-06-10 18:07:39,主机node_53 ping延迟时间持续3分钟大于100ms,0
263,SYS_8,2019-06-10 18:07:42,主机node_10 硬盘Slot 00状态为Failed,0
264,SYS_9,2019-06-10 18:07:44,主机node_12 sdd IO使用率持续30分钟大于90%,0
265,SYS_4,2019-06-10 18:07:46,主机node_5 端口80通信异常,0
266,SYS_9,2019-06-10 18:07:48,主机node_68 上I/O等待负载持续15分钟超过10%,0
267,SYS_3,2019-06-10 18:07:48,主机node_20 日志产生ERROR信息,0
268,SYS_4,2019-06-10 18:07:50,主机node_34 **** 请求延时大于5分钟,0
269,SYS_8,2019-06-10 18:07:50,主机node_49 端口80通信异常,0
270,SYS_6,2019-06-10 18:07:51,主机node_32 ping丢包率当前值为25%，持续2分钟平均大于20%,0
271,SYS_6,2019-06-10 18:07:51,主机node_1 分区剩余空间小于阀值10%,0
272,SYS_6,2019-06-10 18:07:52,主机node_98 FullGC次数：23次（大于阈值：10次）,0
273,SYS_1,2019-06-10 18:07:53,主机node_15 网卡eth0 接收流量持续10分钟平均值大于180M,0
274,SYS_8,2019-06-10 18:07:55,主机node_88 ping延迟时间持续3分钟大于100ms,0
275,SYS_10,2019-06-10 18:07:55,主机node_42 **application 停止运行,0
276,SYS_10,2019-06-10 18:07:56,"主机node_64 空闲CPU为1.52%,持续15分钟小于10%",0
277,SYS_8,2019-06-10 18:07:56,主机node_87 网卡eth0 接收流量持续10分钟平均值大于300M,0
278,SYS_9,2019-06-10 18:07:58,主机node_68 上I/O等待负载持续15分钟超过10%,0
279,SYS_5,2019-06-10 18:07:58,主机node_60 网卡eth0 接收流量持续10分钟平均值大于180M,0
280,SYS_1,2019-06-10 18:07:59,主机node_33 日志中有OutOfMemoryError信息,0
281,SYS_7,2019-06-10 18:07:59,主机node_53 ping延迟时间持续3分钟大于100ms,0
282,SYS_4,2019-06-10 18:08:00,主机node_34 **** 请求延时大于5分钟,0
283,SYS_6,2019-06-10 18:08:01,主机node_32 ping丢包率当前值为25%，持续2分钟平均大于20%,0
284,SYS_6,2019-06-10 18:08:01,主机node_1 分区剩余空间小于阀值10%,0
285,SYS_6,2019-06-10 18:08:02,主机node_98 FullGC次数：23次（大于阈值：10次）,0
286,SYS_1,2019-06-10 18:08:03,主机node_15 网卡eth0 接收流量持续10分钟平均值大于180M,0
287,SYS_7,2019-06-10 18:08:04,主机node_54 url:http://node_54:8080访问失败,0
288,SYS_4,2019-06-10 18:08:06,主机node_5 端口80通信异常,0
289,SYS_9,2019-06-10 18:08:08,主机node_68 上I/O等待负载持续15分钟超过10%,0
290,SYS_5,2019-06-10 18:08:08,主机node_60 网卡eth0 接收流量持续10分钟平均值大于180M,0
291,SYS_3,2019-06-10 18:08:08,主机node_20 日志产生ERROR信息,0
292,SYS_6,2019-06-10 18:08:09,主机node_59 端口80通信异常,0
293,SYS_7,2019-06-10 18:08:09,主机node_53 ping延迟时间持续3分钟大于100ms,0
